Title,Score
Kamisama ni Natta Hi,6.79
"Kono Danshi, Sekka ni Nayandemasu.",6.79
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,6.79
Lamune,6.79
Lupin III: Bye Bye Liberty - Kiki Ippatsu!,6.79
Lupin III: Goodbye Partner,6.79
Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,6.79
Monster Farm: Enbanseki no Himitsu,6.79
Neo Angelique Abyss,6.79
No Game No Life: Zero - Manner Movie,6.79
One Piece 3D: Gekisou! Trap Coaster,6.79
Osomatsu-san Movie: Zensetsu Gekijou,6.79
Rockman.EXE Beast+,6.79
Saint Seiya: Jashin Eris,6.79
Shaonian Ge Xing: Feng Hua Xue Yue Pian Special,6.79
22/7,6.79
Beatless Final Stage,6.79
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",6.79
Cardfight!! Vanguard: Asia Circuit-hen,6.79
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,6.79
Cue!,6.79
Dekoboko Majo no Oyako Jijou,6.79
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,6.79
Dragon Quest: Your Story,6.79
Eromanga-sensei OVA,6.79
Etotama,6.79
Fantascope: Tylostoma,6.79
Fei Ren Zai 1st Season Part 4,6.79
Freezing,6.79
Jewelpet Happiness,6.79
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,6.79
30th Gundam Perfect Mission,6.78
Ace wo Nerae! Final Stage,6.78
Aishite Knight,6.78
Baja no Studio: Baja no Mita Umi,6.78
Bakuretsu Tenshi,6.78
Bakuten Shoot Beyblade,6.78
Beyblade X,6.78
Buzzer Beater 2nd Season,6.78
Cardfight!! Vanguard Movie: Neon Messiah,6.78
Chibi Godzilla no Gyakushuu,6.78
Choujigen Game Neptune: Hi☆Light,6.78
Cossette no Shouzou,6.78
Crayon Shin-chan Movie 31: Chounouryoku Daikessen - Tobe Tobe Temakizushi,6.78
Dai Mahou Touge Omake,6.78
Dear Boys,6.78
DearS: Kin no Tama desu no?,6.78
Dragonaut: The Resonance - Kotou - Tozasareta Kyousou,6.78
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,6.78
Girls & Panzer: Saishuushou Part 1 - Fushou Akiyama Yukari no Sensha Kouza,6.78
Golgo 13,6.78
"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",6.78
Hetalia World★Stars Specials,6.78
Hibike! Euphonium 2 Specials,6.78
Hidan no Aria,6.78
Hinako Note,6.78
Ijigen no Sekai El-Hazard,6.78
Jewelpet,6.78
Shin Koihime†Musou,6.78
Super Robot Taisen OG: Divine Wars,6.78
"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",6.78
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.78
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,6.78
Xi Xing Ji,6.78
Xing Wushen Jue 2nd Season,6.78
Kaii to Otome to Kamikakushi,6.78
Macross 7 Plus,6.78
Macross Δ Movie: Gekijou no Walküre,6.78
Mahou no Star Magical Emi,6.78
Mahou no Yousei Persia,6.78
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,6.78
Naruto: The Cross Roads,6.78
Nyani ga Nyandaa Nyandaa Kamen,6.78
Otome wa Boku ni Koishiteru: Futari no Elder The Animation,6.78
Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,6.78
Pupipo!,6.78
Ranma ½: DoCo Music Video,6.78
s.CRY.ed Alteration II: Quan,6.78
Shen Wu Tianzun,6.78
Kishin Taisen Gigantic Formula,6.77
Kitaku-bu Katsudou Kiroku,6.77
Koko wa Green Wood,6.77
Koukou Butouden Crows,6.77
Kuro no Su: Chronus,6.77
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,6.77
Mahoujin Guruguru Movie,6.77
Mashin Eiyuuden Wataru 2,6.77
Mecha-ude,6.77
Mijikamon,6.77
Nagagutsu wo Haita Neko: 80-nichikan Sekai Isshuu,6.77
Nezha Chuanqi,6.77
Ni Zai Xing Guang Shen Chu,6.77
No Game No Life Specials,6.77
Ochikobore Fruit Tart,6.77
"Okoshiyasu, Chitose-chan",6.77
Pokemon XY: Sora no Hahen,6.77
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,6.77
Sansha Sanyou Specials,6.77
Senjou no Valkyria: SenVal Theater,6.77
Bakutou Sengen Daigunder,6.77
Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,6.77
Brave Witches,6.77
CB Chara Go Nagai World,6.77
Chikyuu Shoujo Arjuna,6.77
Crayon Shin-chan Gaiden: Kazokuzure Ookami,6.77
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,6.77
Futari wa Precure: Max Heart Movie 1,6.77
Gaikotsu Shotenin Honda-san OVA,6.77
Goal FH: Field Hunter,6.77
Happy Sugar Life,6.77
Innocent Venus,6.77
Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu.,6.77
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",6.77
Shinpi no Sekai El-Hazard Season 2,6.77
Shokei Shoujo no Virgin Road,6.77
Silent Möbius,6.77
Sinbi Apartment: Ghost Ball Bimil,6.77
Super Lovers,6.77
Takano Kousaten,6.77
Tales of Phantasia The Animation,6.77
Tentai Kansoku,6.77
Vandread: Taidou-hen,6.77
Vassalord.,6.77
Venus Senki,6.77
Working'!! Announcement Specials,6.77
Wu Geng Ji 4th Season Part 2,6.77
X OVA,6.77
Xiao Lu He Xiao Lan 2nd Season,6.77
Xie Wang Zhui Qi,6.77
Xing Hai Qishi,6.77
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,6.77
Zhan Qiannian,6.77
SK∞: Crazy Rock Jam,6.76
Sora no Method,6.76
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,6.76
Tenshi ni Narumon!,6.76
Totsuzen! Neko no Kuni Banipal Witt,6.76
Umayuru,6.76
Urusei Yatsura Movie 6: Itsudatte My Darling,6.76
Vampire Knight: Gekiai no Portrait,6.76
Wanwan Sanjuushi,6.76
White Album 2nd Season,6.76
Xi Xing Ji: Zaijian Wu Kong,6.76
Yoshinaga-sanchi no Gargoyle,6.76
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,6.76
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,6.76
Kogepan,6.76
Kumo no You ni Kaze no You ni,6.76
Kyouki Sanmyaku: Naked Peak,6.76
Kyouryuu Boukenki Jura Tripper,6.76
Mahou Sensei Negima! Movie: Anime Final,6.76
Majime ni Fumajime Kaiketsu Zorori,6.76
Majutsushi Orphen: Revenge,6.76
Marulk-chan no Nichijou,6.76
Meitantei Conan vs. Kaitou Kid,6.76
Monkey Punch: Manga Katsudou Daishashin,6.76
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,6.76
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,6.76
Nitian Xie Shen,6.76
Ojamajo Doremi OVA,6.76
Peter Pan no Bouken,6.76
Pokemon: Pikachu to Eevee Friends,6.76
Quanzhi Fashi II,6.76
Rinne no Lagrange: Kamogawa Days,6.76
Ro-Kyu-Bu!,6.76
Robotica*Robotics,6.76
Saint Seiya: Saishuu Seisen no Senshi-tachi,6.76
Seiken Tsukai no World Break,6.76
Alps Monogatari: Watashi no Annette,6.76
Aoi Blink,6.76
Attack No.1,6.76
Bananya,6.76
Black Lagoon Omake,6.76
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,6.76
Candy☆Boy: Side Story For Archive,6.76
Chuubyou Gekihatsu Boy,6.76
City Hunter: Ryou no Propose,6.76
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,6.76
Deatte 5-byou de Battle,6.76
Delicious Party♡Precure Movie: Yume Miru Oko-sama Lunch!,6.76
Dirty Pair: Bouryaku no 005-bin,6.76
Dr. Rin ni Kiitemite!,6.76
Dragon Ball Movie 1: Shen Long no Densetsu,6.76
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,6.76
Dungeon no Naka no Hito,6.76
Future Card Buddyfight Battsu: All-Star Fight,6.76
Garo: Honoo no Kokuin - Home,6.76
Gegege no Kitarou (1996),6.76
Gundam Build Fighters: Battlogue,6.76
Hanasakeru Seishounen Recaps,6.76
Happy☆Lesson Advance,6.76
Happy☆Lesson The Final,6.76
Home!,6.76
Imanara Maniau! Log Horizon,6.76
Inazuma Eleven Go Specials,6.76
"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",6.75
Bastard!! Ankoku no Hakaishin Part 2 (ONA),6.75
Black Clover: Jump Festa 2016 Special,6.75
Blood-C: Special Edition,6.75
Blue Seed Omake,6.75
Blue Thermal,6.75
Bubuki Buranki: Hoshi no Kyojin,6.75
Candy Boy Episode: EX01 - Mirai Yohouzu,6.75
Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6.75
Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou,6.75
Dash! Yonkurou,6.75
Digimon Adventure 02: The Beginning,6.75
Doujin Work,6.75
Fireball Charming,6.75
Gegege no Kitarou (1968),6.75
Girls & Panzer: Nihon Senshadou Renmei News,6.75
Gundam Build Fighters Try: Island Wars,6.75
Gundam: G no Reconguista Movie V - Shisen wo Koete,6.75
Hanaukyou Maid-tai: La Verite,6.75
Hi no Tori: Yamato-hen,6.75
Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,6.75
Hikari to Mizu no Daphne,6.75
Hyakka Ryouran: Samurai Girls,6.75
I My Me! Strawberry Eggs,6.75
Itoshi no Muco,6.75
Shinkansen Henkei Robo Shinkalion The Animation,6.75
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,6.75
Shinmai Maou no Testament Departures: Maria no Hizou Eizou,6.75
Shuumatsu no Izetta,6.75
Stratos 4 Advance,6.75
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.75
Sunohara-sou no Kanrinin-san,6.75
Tatsu no Ko Tarou,6.75
Tenchi Muyou! Ryououki 2nd Season Picture Drama,6.75
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,6.75
Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,6.75
Viewtiful Joe,6.75
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.75
Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,6.75
Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,6.75
Zhen Yang Wushen,6.75
Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,6.75
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,6.75
Lupin III: Touhou Kenbunroku - Another Page,6.75
Magical☆Star Kanon 100%,6.75
Manga Sarutobi Sasuke,6.75
"Maoyuu Maou Yuusha: Kono Monogatari wa, Niku dake de wa Nai no ja!",6.75
Masamune-kun no Revenge,6.75
Megazone 23,6.75
Midori no Makibao,6.75
Mitsuami no Kamisama,6.75
Munto,6.75
Net Ghost Pipopa,6.75
One Piece: Long Ring Long Land-hen,6.75
Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,6.75
Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,6.75
PopoloCrois,6.75
Re-Kan!,6.75
Sasuke,6.75
Shadowverse Flame: Seven Shadows-hen,6.75
Juusenki L-Gaim,6.74
Kami Kuzu☆Idol,6.74
Katsugeki/Touken Ranbu,6.74
"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",6.74
Kemono no Souja Erin Recap,6.74
"Kono Danshi, Uchuujin to Tatakaemasu.",6.74
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,6.74
Koutetsu Tenshi Kurumi,6.74
Kyoto Teramachi Sanjou no Holmes,6.74
Lupin III: Kiri no Elusive,6.74
Mamahaha no Tsurego ga Motokano datta,6.74
Mayonaka no Occult Koumuin,6.74
Meiken Jolie,6.74
Meitantei Conan: Keisatsu Gakkou-hen Wild Police Story - Case. Furuya Rei,6.74
Mini Yuri,6.74
Monster Farm: Legend e no Michi,6.74
Nijiiro Days: Nijiiro Biyori,6.74
Nourin,6.74
Rosario to Vampire,6.74
Sankaku Mado no Sotogawa wa Yoru,6.74
Schwarzesmarken,6.74
Ai Yori Aoshi: Yumegatari,6.74
Akame ga Kill! Recap,6.74
Alien 9,6.74
Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.74
Argento Soma,6.74
Babylon,6.74
Bakuretsu Tenshi: Infinity,6.74
Brave 10,6.74
Caramel Honey,6.74
Chocotto Sister,6.74
Digimon Adventure: 20-shuunen Memorial Story,6.74
Digimon Ghost Game,6.74
Eternity Memories,6.74
Gamers!,6.74
Granblue Fantasy The Animation Season 2,6.74
Gurazeni Season 2,6.74
Honoo no Alpenrose: Judy & Randy,6.74
Hua Jianghu: Bu Liang Ren IV,6.74
Hyakko Extra,6.74
Ikkitousen: Dragon Destiny,6.74
Jewelpet Kira☆Deco!,6.74
Shin Tennis no Oujisama: U-17 World Cup,6.74
Stella no Mahou Specials,6.74
Tansu Warashi.,6.74
Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.74
Thermae Romae Specials,6.74
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,6.74
Witch Craft Works Specials,6.74
Yama no Susume: Kabe tte Kowakunai no?,6.74
Zhen Wu Dianfeng 3rd Season,6.74
Sora no Otoshimono Final: Eternal My Master,6.73
Spy x Family Movie: Code: White Manner Movie,6.73
Tantei Opera Milky Holmes: Psycho no Aisatsu,6.73
Teekyuu 3,6.73
Uchi no Shishou wa Shippo ga Nai,6.73
Kikaider 01 The Animation,6.73
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,6.73
Kousoku Denjin Albegus,6.73
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,6.73
Loveless,6.73
Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,6.73
Maburaho,6.73
Meiken Lassie,6.73
Moyashimon: Kin Gekijou Deluxe,6.73
Nekopara,6.73
number24,6.73
Panda Kopanda,6.73
Recorder to Randoseru,6.73
Seikaisuru Kado,6.73
Shadowverse Flame,6.73
Shaonu Qianxian: Renxing Xiao Juchang,6.73
Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming,6.73
1000-nen Joou: Queen Millennia,6.73
4 Ju Aein,6.73
Aho Girl,6.73
Ai Tenshi Densetsu Wedding Peach,6.73
Anne no Nikki,6.73
Ao no Exorcist Movie Special,6.73
Aoki Ryuusei SPT Layzner OVA,6.73
Araiguma Rascal,6.73
Argonavis from BanG Dream!,6.73
Arifureta Shokugyou de Sekai Saikyou Specials,6.73
Asobi ni Iku yo!: Asobi ni Oide,6.73
Bakuten Shoot Beyblade 2002,6.73
Candy Candy: Candy no Natsu Yasumi,6.73
Cardfight!! Vanguard (2018),6.73
Cardfight!! Vanguard: Legion Mate-hen,6.73
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,6.73
Dragon Ball Movie 2: Majinjou no Nemurihime,6.73
Eguo,6.73
F,6.73
Fate/Grand Order: First Order,6.73
Fate/kaleid liner Prisma☆Illya Specials,6.73
Gakuen Handsome,6.73
Gate Keepers 21,6.73
Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,6.73
Hananoi-kun to Koi no Yamai,6.73
Higurashi no Naku Koro ni Sotsu,6.73
Huyao Xiao Hongniang: Yue Hong 2,6.73
Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,6.73
Bio Sekai Meisaku Gekijou,6.72
Boushoku no Berserk,6.72
Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,6.72
Candy Candy (Movie),6.72
Daomu Biji Zhi Qinling Shen Shu,6.72
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,6.72
Godzilla vs. Gigan Rex,6.72
Hitohira,6.72
Ichiban Ushiro no Daimaou,6.72
Ikkitousen: Xtreme Xecutor,6.72
Shinmai Maou no Testament Specials,6.72
Shy,6.72
Sousei no Aquarion Evol,6.72
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,6.72
Tottoko Hamtarou Hai!,6.72
Ushinawareta Mirai wo Motomete,6.72
Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,6.72
Visual Prison,6.72
Wellber no Monogatari: Sisters of Wellber Zwei,6.72
Xing Hai Qishi: Xia Ban Ji,6.72
Youjo Shenki,6.72
Kaminaki Sekai no Kamisama Katsudou,6.72
Kidou Senkan Nadesico: The Prince of Darkness,6.72
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen!!,6.72
Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,6.72
Mahou Shoujo Lyrical Nanoha ViVid,6.72
Mahou Shoujo Pretty Sammy (1996),6.72
Mahoutsukai Tai! (TV),6.72
Mini Sengoku Basara Ni: Tsukiyo no Katakura-kun,6.72
Nagato Yuki-chan no Shoushitsu,6.72
Needless+: Saint Lily Gakuen no Himitsu,6.72
Night Head Genesis,6.72
Nijiiro Days: Houkago Special,6.72
Ningyo no Kizu,6.72
Ojamajo Doremi: Honobono Gekijou,6.72
Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,6.72
Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,6.72
Osomatsu-kun (1988),6.72
Renjian Zui Deyi,6.72
Saikyou Bushouden: Sangoku Engi,6.72
Kabukichou Sherlock OVA,6.71
Kaijin Kaihatsu-bu no Kuroitsu-san,6.71
Kidou Senshi Victory Gundam,6.71
Koihime†Musou,6.71
Long Riders!,6.71
Machine-Doll wa Kizutsukanai Specials,6.71
Makai Senki Disgaea,6.71
Meitantei Conan: Shakunetsu no Ginga Tetsudou,6.71
Midara na Ao-chan wa Benkyou ga Dekinai,6.71
Monster Strike The Movie: Hajimari no Basho e,6.71
Muhyo to Rouji no Mahouritsu Soudan Jimusho,6.71
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… Movie,6.71
Pokemon: Pichu to Pikachu,6.71
Renai Flops,6.71
Sekai Meisaku Douwa: Mori wa Ikiteiru,6.71
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,6.71
Seton Doubutsuki: Kuma no Ko Jacky,6.71
Sheng Shi Zhuang Niang,6.71
3-gatsu no Lion Recap,6.71
3x3 Eyes,6.71
Aquarion Movie: Ippatsu Gyakuten-hen,6.71
Arifureta Shokugyou de Sekai Saikyou,6.71
Azumanga Web Daiou,6.71
Black Jack: Sora kara Kita Kodomo,6.71
Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,6.71
Canvas 2: Nijiiro no Sketch,6.71
Cardfight!! Vanguard: will+Dress Season 2,6.71
Code:Breaker,6.71
Cop Craft,6.71
D.C.: Da Capo,6.71
Dorami & Doraemons: Robot School's Seven Mysteries,6.71
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV Episode 0,6.71
Duo Xuan Shi,6.71
Eyeshield 21: Jump Festa 2005 Special,6.71
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,6.71
Freezing Vibration,6.71
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,6.71
Future Card Buddyfight,6.71
Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.71
Hagure Yuusha no Aesthetica,6.71
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,6.71
Hand Maid May: Akiramemasen,6.71
Highlander: The Search for Vengeance,6.71
Houkago Saikoro Club,6.71
Ikkitousen: Great Guardians,6.71
Shin Tenchi Muyou! Specials,6.71
Soushin Shoujo Matoi,6.71
Sword Art Online II,6.71
TaoTao Ehonkan Sekai Doubutsu Banashi,6.71
Tayutama: Kiss on My Deity,6.71
Temple,6.71
To Heart 2 Adnext,6.71
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,6.71
Uchuu Senkan Yamato 2199: Tsuioku no Koukai,6.71
Xiyou Ji: Zai Shi Yao Wang,6.71
Xue Yu Xin,6.71
Yu☆Gi☆Oh! Arc-V,6.71
Shichinin no Nana,6.7
Shinmai Maou no Testament,6.7
Soukou Kihei Votoms: Genei-hen,6.7
Strike Witches: 501 Butai Hasshin Shimasu! Movie,6.7
Super Robot Taisen OG: Divine Wars - Sorezore no Michi,6.7
Super Seisyun Brothers,6.7
Tailenders,6.7
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,6.7
Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,6.7
Tsukumogami Kashimasu,6.7
UFO Princess Valkyrie,6.7
Urusei Yatsura Movie 4: Lum The Forever,6.7
Wo Jia Da Shixiong Naozi You Keng,6.7
Wu Nao Monu,6.7
Youjo Senki: Senkyou Houkoku,6.7
Jungle Taitei: Yuuki ga Mirai wo Kaeru,6.7
Kaleido Star: Good da yo! Goood!!,6.7
Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,6.7
Katekyou Hitman Reborn! x ēlDLIVE Special,6.7
Kono Minikuku mo Utsukushii Sekai,6.7
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",6.7
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,6.7
Makai Senki Disgaea: Welcome to Netherworld,6.7
Mao Zhi Ming,6.7
Matsugae wo Musubi,6.7
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,6.7
Mini Van,6.7
Mizu no Kotoba,6.7
Moero! Top Striker,6.7
Mushishi Recap,6.7
Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,6.7
Okashi na Tensei,6.7
Oz no Mahoutsukai (TV),6.7
Pretty Rhythm: Dear My Future,6.7
Pucca (TV),6.7
RPG Fudousan,6.7
Shelter,6.7
Acchi wa Kocchi,6.7
Afro Samurai Pilot,6.7
Cardfight!! Vanguard G: Stride Gate-hen,6.7
C³: Rinkan Gakkou Confusion!,6.7
Code:Breaker OVA,6.7
Dragon Ball Specials,6.7
Furusato Japan,6.7
Future Card Buddyfight Hundred,6.7
Ginga Senpuu Braiger,6.7
Gunparade March: Arata Naru Kougunka,6.7
Hanyou no Yashahime: Sengoku Otogizoushi,6.7
Hiiro no Kakera,6.7
Hime Chen! Otogi Chikku Idol Lilpri (2011),6.7
Houkago no Pleiades (TV),6.7
Human Bug Daigaku,6.7
Hyakka Ryouran: Samurai Bride,6.7
Hyakushou Kizoku,6.7
Inazuma Eleven: Ares no Tenbin,6.7
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,6.7
Jaku-Chara Tomozaki-kun Specials,6.7
Jian Yu Feng Yun 2nd Season,6.7
Jiu Chen Fengyun Lu,6.7
Akuma-kun (ONA),6.69
Aoki Densetsu Shoot! (Movie),6.69
Arad Senki: Slap Up Party,6.69
Arslan Senki (TV): Arsen 4-koma Gekijou,6.69
Asu no Yoichi!,6.69
B-Project: Zecchou*Emotion,6.69
Bannou Bunka Neko-Musume,6.69
Bastard!! Ankoku no Hakaishin,6.69
Boku no Hero Academia: UA Heroes Battle,6.69
Buddy Daddies Intermission: Cherry-Pick,6.69
Cardfight!! Vanguard: overDress Season 2,6.69
Chao Zhi Neng Zu Qiu 2: Shijie Dasai Pian,6.69
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,6.69
Doraemon (2005) Specials,6.69
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,6.69
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,6.69
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,6.69
Getter Robo,6.69
Ginga Patrol PJ,6.69
Grimm Douwa: Kin no Tori,6.69
Hentai Ouji to Warawanai Neko.: Henneko BBS,6.69
Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,6.69
Hoshi no Oujisama Petit Prince,6.69
Hurricane Live! 2032,6.69
Shirayuki Hime no Densetsu,6.69
Spider Riders: Yomigaeru Taiyou,6.69
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,6.69
Teekyuu 2,6.69
Tenkuu Shinpan,6.69
The Kabocha Wine,6.69
To Heart 2 AD Plus,6.69
Tokyo Mew Mew New ♡ 2nd Season,6.69
Toriko 3D: Kaimaku Gourmet Adventure!!,6.69
Ultraman,6.69
Wangu Xian Qiong II,6.69
Watashi no Yuri wa Oshigoto desu!,6.69
Youkai Watch: Shadow Side,6.69
Jungle Taitei (1989),6.69
Kanon Kazahana,6.69
Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079,6.69
Kikou Senki Dragonar,6.69
Kodomo no Jikan (TV),6.69
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,6.69
Mahou Shoujo-tai Arusu the Adventure,6.69
Mahoutsukai ni Taisetsu na Koto,6.69
Monster Strike the Movie: Lucifer - Zetsubou no Yoake,6.69
Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,6.69
Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.69
Ningyo no Mori,6.69
Ninpuu Kamui Gaiden,6.69
Nurarihyon no Mago: Sennen Makyou Recaps,6.69
One Piece: Taose! Kaizoku Ganzack,6.69
"Onegai☆Teacher: Marie, Ai no Gekijou",6.69
Penguin Musume♥Heart,6.69
Redline Pilot,6.69
Ribbon no Kishi,6.69
Sanrio Danshi,6.69
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.68
Lu Shidai 2nd Season,6.68
Mach GoGoGo,6.68
Manga Mitokoumon,6.68
Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,6.68
Nijiyon Animation Specials,6.68
Nishi no Yoki Majo: Astraea Testament,6.68
Ohayou! Spank,6.68
Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,6.68
Overlord: Ple Ple Pleiades 4,6.68
Pokemon Best Wishes! Season 2: Episode N,6.68
Princess Lover!,6.68
Saiki Kusuo no Ψ-nan Manner Movie,6.68
Akage no Anne: Green Gables e no Michi,6.68
Ani*Kuri15,6.68
Arifureta Shokugyou de Sekai Saikyou: Prologue,6.68
Baka to Test to Shoukanjuu Mini Anime,6.68
Black Fox,6.68
Bonobono (TV),6.68
Bouken Ou Beet Excellion,6.68
Cardfight!! Vanguard G: GIRS Crisis-hen,6.68
Changye Kaita Zhe,6.68
Chou Denji Robo Combattler V,6.68
Choujikuu Seiki Orguss 02,6.68
Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen,6.68
Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen,6.68
Code Geass: Fukkatsu no Lelouch Picture Drama,6.68
Cooking Papa,6.68
Di Gi Charat Ohanami Special,6.68
Digimon Xros Wars,6.68
Dragon Drive,6.68
Fatal Fury 2: The New Battle,6.68
Gaishi Dizun,6.68
Geu Yeoreum,6.68
